address,moniker,commission,rank,token,votingPower,timestamp,validatorAddress,q1,q3,median,safety,commissions,totalToken
terravaloper15lsftv92eyssjwkh2393s0nhjc07kryqen2fqf,Galactic Punks Validator,0.1,11,8788248,0.02475,1.76602E+12,terravaloper15lsftv92eyssjwkh2393s0nhjc07kryqen2fqf,5794,5969,5870,0.970187394,43,
terravaloper1vm5azhvaxeanc7auxh02y8jmxrk8tj93f43e7j,ERIS Delegate for claimdrop,0.1,12,8128226,0.022892,1.76602E+12,terravaloper1vm5azhvaxeanc7auxh02y8jmxrk8tj93f43e7j,5794,5965,5869,0.970863861,43,
terravaloper1jt8pcx4sesgztjkjsvjjqtvyfgcehqx09u4exq,Terrascope,0.1,13,7273375,0.020484,1.76602E+12,terravaloper1jt8pcx4sesgztjkjsvjjqtvyfgcehqx09u4exq,5794,5962,5870,0.971379898,43,
terravaloper1vcd42qfvlvnjwaw7hvl6y32wrzqxvas653yus9,LavenderFive Nodes,0.05,14,7007793,0.019736,1.76602E+12,terravaloper1vcd42qfvlvnjwaw7hvl6y32wrzqxvas653yus9,5794,5971,5872,0.969856948,91,
terravaloper1pgyelqv0hwjavgf6vhdm4e4pt766wfxxczu20l,HighStakesch Stake for Airdrop,0.1,15,6751845,0.019015,1.76602E+12,terravaloper1pgyelqv0hwjavgf6vhdm4e4pt766wfxxczu20l,5794,5970,5869,0.970011927,43,
terravaloper1tm0xkark2ufecmdhgaaw7gqsycyt4qag6py8x6,Synergy Nodes,0.1,16,6633852,0.018683,1.76602E+12,terravaloper1tm0xkark2ufecmdhgaaw7gqsycyt4qag6py8x6,5796,5970,5873,0.970372893,43,
terravaloper1htey4gcdcass29vn4dwjcuq58mrvv8ra5pjz4k,cosmosrescue,0.1,17,6369747,0.017939,1.76602E+12,terravaloper1htey4gcdcass29vn4dwjcuq58mrvv8ra5pjz4k,5799,5970,5874,0.970888662,43,
terravaloper1a9zv7n6pmkzlm3wj6c23qyejqlmyxsl5faanrv,Active Nodes,0.09,19,5625590,0.015843,1.76602E+12,terravaloper1a9zv7n6pmkzlm3wj6c23qyejqlmyxsl5faanrv,5789,5966,5867,0.96983126,87,
terravaloper1mgpgp53tynj4djmckxdjhufa7q8lqqjuwnrlqm,Stakin,0.1,20,5456282,0.015367,1.76602E+12,terravaloper1mgpgp53tynj4djmckxdjhufa7q8lqqjuwnrlqm,5793,5962,5867,0.971194818,43,
terravaloper1cqc26lnatzxvu0z5nd4yx8m4ecllkm7jlakwrw,SOLID,0.1,21,4921769,0.013861,1.76602E+12,terravaloper1cqc26lnatzxvu0z5nd4yx8m4ecllkm7jlakwrw,5789,5963,5866,0.970337538,43,
terravaloper10c04ysz9uznx2mkenuk3j3esjczyqh0j783nzt,SCVSecurity,0.1,22,4808447,0.013542,1.76602E+12,terravaloper10c04ysz9uznx2mkenuk3j3esjczyqh0j783nzt,5796,5972,5872,0.970027248,43,
terravaloper1puzp2yjqps43x7nse33svljc550xjz35jxg432,ProNodes75,0.05,23,4757511,0.013399,1.76602E+12,terravaloper1puzp2yjqps43x7nse33svljc550xjz35jxg432,5790,5968,5870,0.96967632,91,
terravaloper1wdymftapg5pcvf2aqw4pd0yuuh5w9m6yqdnukv,01node,0.05,24,4529331,0.012756,1.76602E+12,terravaloper1wdymftapg5pcvf2aqw4pd0yuuh5w9m6yqdnukv,5796,5972,5872,0.970027248,91,
terravaloper1l920a79akuc98hz4389axf9ctcymrf5ays578x,WildSage,0.05,25,4521762,0.012735,1.76602E+12,terravaloper1l920a79akuc98hz4389axf9ctcymrf5ays578x,5789,5963,5867,0.970342594,91,
terravaloper1wr0p7dzss74wfmzfqm8r65mk26efg5zhzpm77s,BackBone Labs Delegate for SOUL Claim Drop,0.1,26,4492358,0.012652,1.76602E+12,terravaloper1wr0p7dzss74wfmzfqm8r65mk26efg5zhzpm77s,5790,5978,5870,0.967972743,43,
terravaloper1plxp55happ379eevsnk2xeuwzsrldsmqduyu36,0basevc,0.09,27,4266901,0.012017,1.76602E+12,terravaloper1plxp55happ379eevsnk2xeuwzsrldsmqduyu36,5788,5964,5866,0.969996591,87,
terravaloper1vh9m0jpuznh00t05c66yqqpsgqzudrg258q6ch,closed,0.1,28,4029395,0.011348,1.76602E+12,terravaloper1vh9m0jpuznh00t05c66yqqpsgqzudrg258q6ch,5792,5972,5870,0.969335605,43,
terravaloper1cs0dspacdhym4cwcm3f7suurfszvl6k5s9p06a,TdrSys AutoCompound,0.05,29,3667239,0.010328,1.76602E+12,terravaloper1cs0dspacdhym4cwcm3f7suurfszvl6k5s9p06a,5793,5971,5870,0.96967632,91,
terravaloper1wzvgc8j840qtsfsa55kuf9cypqwa2tqnkrduqx,Aardvark,0.13,30,3427204,0.009652,1.76602E+12,terravaloper1wzvgc8j840qtsfsa55kuf9cypqwa2tqnkrduqx,5791,5964,5867,0.970513039,41,
terravaloper1fs8g3mlg3f4f4yrckvwk7dk4lt3nv4gtx2uqwj,Centauri Alpha,0.1,31,3101282,0.008734,1.76602E+12,terravaloper1fs8g3mlg3f4f4yrckvwk7dk4lt3nv4gtx2uqwj,5789,5963,5865,0.970332481,43,
terravaloper1q8w4u2wyhx574m70gwe8km5za2ptanny9mnqy3,Ceres Ventures,0.0999,32,3094970,0.008716,1.76602E+12,terravaloper1q8w4u2wyhx574m70gwe8km5za2ptanny9mnqy3,5791,5959,5866,0.971360382,84,
terravaloper14rftkw37eltf74degzajq4s5phg23vjlu9h9as,Core Dev EngineeringTerra,0.05,33,2882703,0.008119,1.76602E+12,terravaloper14rftkw37eltf74degzajq4s5phg23vjlu9h9as,5793,5971,5869,0.969671154,91,
terravaloper1a98g7kjemhgvmu4zyddnrv8fgccd4keac0w38t,Top Shelf,0.2,34,2711646,0.007637,1.76602E+12,terravaloper1a98g7kjemhgvmu4zyddnrv8fgccd4keac0w38t,5791,5965,5865,0.970332481,1,
terravaloper1axr9pdaf5u0jryrlzhs4twvyaj4rr49mmvywn8,TerraDactyl,0.2,35,2460809,0.00693,1.76602E+12,terravaloper1axr9pdaf5u0jryrlzhs4twvyaj4rr49mmvywn8,5790,5971,5868,0.969154738,1,
terravaloper17q3y0exn6ndxkf78rcvj70gp7mrezmdx4z54xu,ISS,0.13,36,2413443,0.006797,1.76602E+12,terravaloper17q3y0exn6ndxkf78rcvj70gp7mrezmdx4z54xu,5792,5972,5869,0.96933038,41,
terravaloper1l63t9c0nruewg5zdrmv8pvcxdg0az6fqgg008k,Node39TOP,0.1,37,2333818,0.006573,1.76602E+12,terravaloper1l63t9c0nruewg5zdrmv8pvcxdg0az6fqgg008k,5787,5962,5862,0.970146708,43,
terravaloper1lg8zwpjvyx4pqy0j5ue2kf08edkuwy6l0j7f0h,owlstake,0.1,38,2331450,0.006566,1.76602E+12,terravaloper1lg8zwpjvyx4pqy0j5ue2kf08edkuwy6l0j7f0h,5787,5969,5863.5,0.968960518,43,
terravaloper13qjxhnw98lm36rxc9yjakkmulhpv7zctdhcl03,4719,0.2,39,2245718,0.006325,1.76602E+12,terravaloper13qjxhnw98lm36rxc9yjakkmulhpv7zctdhcl03,5792,5973,5868,0.969154738,1,
terravaloper17kh8ngu3s74epwympaxrp4ukahm5rvtf5zc8ma,Coinage x DAIC,0.05,40,2192444,0.006175,1.76602E+12,terravaloper17kh8ngu3s74epwympaxrp4ukahm5rvtf5zc8ma,5791,5967,5866.5,0.969999148,91,
terravaloper1vrkzjujfds9p8t5g0xety3e3ft4dep02etv9le,NFTSwitchxyz Delegate for SOUL Claim Drop,0.05,41,2172301,0.006118,1.76602E+12,terravaloper1vrkzjujfds9p8t5g0xety3e3ft4dep02etv9le,5794,5968,5872,0.970367847,91,
terravaloper1kepapcnh78hsk8nx2u9nv05rn7vjwwf4fr59zu,Interstellar,0.1,42,2163996,0.006094,1.76602E+12,terravaloper1kepapcnh78hsk8nx2u9nv05rn7vjwwf4fr59zu,5792,5974,5870,0.968994889,43,
terravaloper1kxyzu575tex8dv6d5uk26t4q8x5lusw082w3t8,TCB THORmaximalist,0.2,43,2049812,0.005773,1.76602E+12,terravaloper1kxyzu575tex8dv6d5uk26t4q8x5lusw082w3t8,5792,5972,5868,0.969325153,1,
terravaloper1wwq9mfkkqfta334d4hcjrjau9y50a4hw37zhdl,Nansen Stake to Stack Points,0.05,44,2015056,0.005675,1.76602E+12,terravaloper1wwq9mfkkqfta334d4hcjrjau9y50a4hw37zhdl,5791,5965,5866,0.970337538,91,
terravaloper1s6j9wxyprdsxmdf6mvsegsldvmtk0p92pa7aey,TERRAFIRMA,0.1,45,1839876,0.005182,1.76602E+12,terravaloper1s6j9wxyprdsxmdf6mvsegsldvmtk0p92pa7aey,5789,5967,5868,0.969665985,43,
terravaloper1dvl464gpzxwru4a97q6pzqv7n7rcnxwlyspnau,Orion AutoCompound,0.05,46,1827688,0.005147,1.76602E+12,terravaloper1dvl464gpzxwru4a97q6pzqv7n7rcnxwlyspnau,5789,5970,5864,0.969133697,91,
terravaloper1wzu2j73nvccghywtghku5ch59f67jykw58na64,Secure Secrets,0.05,47,1823389,0.005135,1.76602E+12,terravaloper1wzu2j73nvccghywtghku5ch59f67jykw58na64,5789,5969,5868,0.969325153,91,
terravaloper18pmvpy25zc7x0u8ppefuyyl2zaafe2wut0nm5e,Y,0.1,48,1803453,0.005079,1.76602E+12,terravaloper18pmvpy25zc7x0u8ppefuyyl2zaafe2wut0nm5e,5790,5970,5866,0.969314695,43,
terravaloper18vnm040mwk0d6plc60v5m9h2376gkcphknuwzs,PRYZM StakeDrop,0.2,49,1795405,0.005056,1.76602E+12,terravaloper18vnm040mwk0d6plc60v5m9h2376gkcphknuwzs,5788,5967,5866,0.969485169,1,
terravaloper1j4cc2p4f4t4m3z37gumr6cr64vm605aa4wmcyf,Moon Platoon,0.2,50,1746390,0.004918,1.76602E+12,terravaloper1j4cc2p4f4t4m3z37gumr6cr64vm605aa4wmcyf,5790,5970,5868,0.969325153,1,
terravaloper1znh6eq79l3z5l7ctnrjr2d8ksaght25lku6mlw,Luna Whale,0.2,51,1716482,0.004834,1.76602E+12,terravaloper1znh6eq79l3z5l7ctnrjr2d8ksaght25lku6mlw,5788,5969,5864,0.969133697,1,
terravaloper1tfy452kxfcsa2353nenltade9esj7ffrc38gwn,Stakeflow,0.1,52,1709571,0.004815,1.76602E+12,terravaloper1tfy452kxfcsa2353nenltade9esj7ffrc38gwn,5788,5962,5864,0.970327422,43,
terravaloper1tz203ptlsfs8c63f2j0d0872pt5frjrvtfg0vd,LUNC DAO,0.2,53,1697295,0.00478,1.76602E+12,terravaloper1tz203ptlsfs8c63f2j0d0872pt5frjrvtfg0vd,5788,5970,5867,0.968979035,1,
terravaloper1t3zvwaz7v3epg3f33waxajv4nj95mt8ma9yc7g,Futura Meridian,0.2,54,1693226,0.004769,1.76602E+12,terravaloper1t3zvwaz7v3epg3f33waxajv4nj95mt8ma9yc7g,5788,5959.5,5863,0.970748763,1,
terravaloper1ge3vqn6cjkk2xkfwpg5ussjwxvahs2f6at87yp,coinhallorg,0.05,56,1666919,0.004695,1.76602E+12,terravaloper1ge3vqn6cjkk2xkfwpg5ussjwxvahs2f6at87yp,5797,5977,5875,0.969361702,91,
terravaloper1hr7svdp2rga9vf3ry95sx7g5wyspgwmg96vqg5,PFC Stake for SOUL airdrop,0.2,57,1624500,0.004575,1.76602E+12,terravaloper1hr7svdp2rga9vf3ry95sx7g5wyspgwmg96vqg5,5789,5969,5864,0.969304229,1,
terravaloper12y453v20w2dlv2y0vlepf88ng0r6sfsz6k7qm4,Sapient Nodes,0.16,58,1617973,0.004557,1.76602E+12,terravaloper12y453v20w2dlv2y0vlepf88ng0r6sfsz6k7qm4,5789,5968,5863,0.969469555,40,
terravaloper1yej82e2zursn2f56vgxfvmydwj9f2awluhusqh,MANTRA DAO,0.05,59,1614290,0.004546,1.76602E+12,terravaloper1yej82e2zursn2f56vgxfvmydwj9f2awluhusqh,5791,5977,5866,0.968291851,91,
terravaloper1vjr8z6g38f39j23y55pdektc3l2uqc9y02f9k5,Talis Protocol,0.1,60,1597011,0.004498,1.76602E+12,terravaloper1vjr8z6g38f39j23y55pdektc3l2uqc9y02f9k5,5790,5967,5863,0.969810677,43,
terravaloper1yy5379nk24xffpq4egw7ue4ad3j7l79ma2enmz,AutoStake Slash Protected,0.1,61,1559901,0.004393,1.76602E+12,terravaloper1yy5379nk24xffpq4egw7ue4ad3j7l79ma2enmz,5794,5976,5876,0.969026549,43,
terravaloper199fjq4rnfvz24cktl8cervx8h8e90rukmgdv5x,CryptoCrew 100 MEV revenue to LUNA stakers IBCgang REstake,0.05,62,1540392,0.004338,1.76602E+12,terravaloper199fjq4rnfvz24cktl8cervx8h8e90rukmgdv5x,5795,5977,5873,0.969010727,91,
terravaloper1rgdps79da300t87twwkcly6ec3vlpgpfgnsel5,Mario,0.099,63,1517762,0.004274,1.76602E+12,terravaloper1rgdps79da300t87twwkcly6ec3vlpgpfgnsel5,5789,5967,5862,0.969634937,86,
terravaloper1kgn6zznfq2xwrw3hrh7qtqjwu98es7vt8azjl3,Easy 2 Stake,0.05,64,1497869,0.004218,1.76602E+12,terravaloper1kgn6zznfq2xwrw3hrh7qtqjwu98es7vt8azjl3,5788,5966,5863.5,0.969642705,91,
terravaloper1hy8lzd38kp0t8662r2vnxsc4ezs3l74506jx02,LUNA REWARDS,0.05,66,1406363,0.003961,1.76602E+12,terravaloper1hy8lzd38kp0t8662r2vnxsc4ezs3l74506jx02,5790,5972,5866,0.968973747,91,
terravaloper1xgejf5yvc2ff4ddrd4nuvcmexx5sn94aaz84tc,Monster Node,0.1,67,1384495,0.003899,1.76602E+12,terravaloper1xgejf5yvc2ff4ddrd4nuvcmexx5sn94aaz84tc,5790,5972,5867,0.968979035,43,
terravaloper1aa6f2qeu0hrqpsxe4rggz0k7e43jfce43arz82,HEXXAGON,0.05,68,1374480,0.003871,1.76602E+12,terravaloper1aa6f2qeu0hrqpsxe4rggz0k7e43jfce43arz82,5785,5961,5859,0.969960744,91,
terravaloper1kcsunyhnhmnc0afrrynd7qfzykmhm3w5ely6fh,Nodeplus,0.1,69,1305027,0.003675,1.76602E+12,terravaloper1kcsunyhnhmnc0afrrynd7qfzykmhm3w5ely6fh,5788,5962,5862,0.970317298,43,
terravaloper1l9mchtvqgvpyskgtemsrkjn0e57a7wm6c863uj,moonshot,0.05,70,1265068,0.003563,1.76602E+12,terravaloper1l9mchtvqgvpyskgtemsrkjn0e57a7wm6c863uj,5789,5969,5865,0.969309463,91,
terravaloper1pervlaqpwmyh6t5dnly34t6d6wptstwt66tu20,Craig,0.2,71,1230177,0.003465,1.76602E+12,terravaloper1pervlaqpwmyh6t5dnly34t6d6wptstwt66tu20,5786,5964,5862,0.969634937,1,
terravaloper1src9wvawtfl6ztxss8zu45zuxnwj4ytpnr30jn,Obi Formerly Terra Bites,0.1,72,1213578,0.003418,1.76602E+12,terravaloper1src9wvawtfl6ztxss8zu45zuxnwj4ytpnr30jn,5787,5975,5866,0.967950904,43,
terravaloper1ygwhuksjq3nymd9n8kmceaxd3vxv97u7ja33aj,FreshSTAKING,0.0999,73,1210437,0.003409,1.76602E+12,terravaloper1ygwhuksjq3nymd9n8kmceaxd3vxv97u7ja33aj,5792,5970,5867,0.969660815,84,
terravaloper10mmhvx5nrnuye2x9zhe02jcg0hfzzzjlwc0sxw,Autism Staking,0.05,74,1200505,0.003381,1.76602E+12,terravaloper10mmhvx5nrnuye2x9zhe02jcg0hfzzzjlwc0sxw,5790,5969,5864,0.969474761,91,
terravaloper1jveyrzquwrt0txanmhg7jdhf2q4ry28k2esps4,stakingcabin,0.1,75,1155766,0.003255,1.76602E+12,terravaloper1jveyrzquwrt0txanmhg7jdhf2q4ry28k2esps4,5790,5974,5868,0.96864349,43,
terravaloper1qlgyrmaadru03rd9j0w9nr5p2quhthlrhujknq,Interdimensional Cable,0.2,76,1099714,0.003097,1.76602E+12,terravaloper1qlgyrmaadru03rd9j0w9nr5p2quhthlrhujknq,5785,5964,5857,0.969438279,1,
terravaloper13n2fsvfvj28eqvkjejhqlxf3pch3muxkxudacc,StakeBin,0.1,77,1051050,0.00296,1.76602E+12,terravaloper13n2fsvfvj28eqvkjejhqlxf3pch3muxkxudacc,5790,5971,5866,0.969144221,43,
terravaloper1sextn6xd46edrc02tf6d2fysmqw62qu7ng3kkm,MissionControl,0.1,78,1028114,0.002895,1.76602E+12,terravaloper1sextn6xd46edrc02tf6d2fysmqw62qu7ng3kkm,5788,5970,5864.5,0.968965811,43,
terravaloper1ettjrqla8cpmx0wvdurjynn7776gurx5yp9pe4,RuneTerra,0.2,80,970428,0.002733,1.76602E+12,terravaloper1ettjrqla8cpmx0wvdurjynn7776gurx5yp9pe4,5782,5972,5864,0.967598909,1,
terravaloper1cl8j3r09vmlxf5zsq4xms7td8x2qcfml8637yf,uGaenn,0.05,81,953606,0.002686,1.76602E+12,terravaloper1cl8j3r09vmlxf5zsq4xms7td8x2qcfml8637yf,5789,5966,5864,0.969815825,91,
terravaloper1gtw2uxdkdt3tvq790ckjz8jm8qgwkdw3uptstn,Terran One,0.2,82,948094,0.00267,1.76602E+12,terravaloper1gtw2uxdkdt3tvq790ckjz8jm8qgwkdw3uptstn,5790,5974,5863,0.968616749,1,
terravaloper15389y60f0rk596tm38qewqycr8ztt8hshsf2mk,Interstake One,0.2,83,904627,0.002548,1.76602E+12,terravaloper15389y60f0rk596tm38qewqycr8ztt8hshsf2mk,5791,5977,5869,0.968308059,1,
terravaloper1j5k9jank9kkwwjwce0ljy723xfppnpunv959l0,Spica Nova,0.2,84,884536,0.002491,1.76602E+12,terravaloper1j5k9jank9kkwwjwce0ljy723xfppnpunv959l0,5792,5969,5865,0.969820972,1,
terravaloper1ygmjw8f34uadvspjfeu7vhptqmp8j925adyusw,Moon Dog,0.2,85,861185,0.002425,1.76602E+12,terravaloper1ygmjw8f34uadvspjfeu7vhptqmp8j925adyusw,5785,5955,5857,0.970974902,1,
terravaloper1uy69jhptztw02z03qnh430d2vsmh937gy55pkm,MCF,0.2,86,860999,0.002425,1.76602E+12,terravaloper1uy69jhptztw02z03qnh430d2vsmh937gy55pkm,5784,5969,5866,0.968462325,1,
terravaloper1a4us48c6q5tnew0an0283j3zz8pvqry993wzxm,Sarah Kerrigan,0.2,87,848424,0.002389,1.76602E+12,terravaloper1a4us48c6q5tnew0an0283j3zz8pvqry993wzxm,5784,5968,5862,0.968611395,1,
terravaloper1lnlasdy5r2hdjz3ta2r86ufkz309zdjvqshec4,KK Validator,0.1,88,782416,0.002204,1.76602E+12,terravaloper1lnlasdy5r2hdjz3ta2r86ufkz309zdjvqshec4,5789,5972,5864,0.968792633,43,
terravaloper1xy9c3fw8am0z942qa73e6gq89fhqzvyfv4qq6f,Stake N Shake,0.2,89,743397,0.002094,1.76602E+12,terravaloper1xy9c3fw8am0z942qa73e6gq89fhqzvyfv4qq6f,5784,5963.5,5860,0.969368601,1,
terravaloper1u53qwdgafryksqnzq3k7e5eyph7jlh8kgc3va4,Imperatorco,0.05,90,740750,0.002086,1.76602E+12,terravaloper1u53qwdgafryksqnzq3k7e5eyph7jlh8kgc3va4,5788,5969,5864,0.969133697,91,
terravaloper16a0x4us8x6yg2xj5upx88hcum2cymknekepvgs,MrK,0.05,91,739041,0.002081,1.76602E+12,terravaloper16a0x4us8x6yg2xj5upx88hcum2cymknekepvgs,5783,5965,5861,0.968947279,91,
terravaloper1g50t9cxzhu0edk2r5lagmujupt722mhefxvzzy,Wave,0.2,92,717971,0.002022,1.76602E+12,terravaloper1g50t9cxzhu0edk2r5lagmujupt722mhefxvzzy,5790,5974,5863,0.968616749,1,
terravaloper1ulwqct0df2xuuaqzcq4yax3msdqgew6ehhcl7r,AuraStake,0.1,93,717372,0.00202,1.76602E+12,terravaloper1ulwqct0df2xuuaqzcq4yax3msdqgew6ehhcl7r,5794,5969,5869,0.970182314,43,
terravaloper1tla0fhljcn4x6qc7kne4qsyx6vqq98zxas4849,Hex Trust,0.1,95,702755,0.001979,1.76602E+12,terravaloper1tla0fhljcn4x6qc7kne4qsyx6vqq98zxas4849,5780,5957.5,5856,0.969689208,43,
terravaloper1jncrqd24wtcdpes9y89qsh0jn5c8sayn92302l,Staker Space,0.1,97,698336,0.001967,1.76602E+12,terravaloper1jncrqd24wtcdpes9y89qsh0jn5c8sayn92302l,5793,5973,5869,0.96933038,43,
terravaloper1wuqf6xq54n5n4hus2wn849ttx02xznvj0ewmxp,SafePoint,0.1,98,690013,0.001943,1.76602E+12,terravaloper1wuqf6xq54n5n4hus2wn849ttx02xznvj0ewmxp,5788,5965,5864,0.969815825,43,
terravaloper1mh6zgqltndg3jq2unqh4nldgameavpm6pzdk8v,HappyLunatic,0.2,99,689671,0.001942,1.76602E+12,terravaloper1mh6zgqltndg3jq2unqh4nldgameavpm6pzdk8v,5786,5967,5865,0.96913896,1,
terravaloper1yt7hhu4xpwe2dqg6euda5t3pvx0mhsmvap548h,OneStar,0.05,102,676012,0.001904,1.76602E+12,terravaloper1yt7hhu4xpwe2dqg6euda5t3pvx0mhsmvap548h,5780,5958,5854.5,0.969596037,91,
terravaloper1g0deaesmwy2qg9zupynx6ychspe60lquu3eyze,StakeSabai,0.05,103,669354,0.001885,1.76602E+12,terravaloper1g0deaesmwy2qg9zupynx6ychspe60lquu3eyze,5787,5959,5864,0.970668486,91,
terravaloper1u8lglu36g5x6shp2xyd35hcs45x9cvmj6tmvd8,Enigma,0.1,104,665134,0.001873,1.76602E+12,terravaloper1u8lglu36g5x6shp2xyd35hcs45x9cvmj6tmvd8,5786,5969,5863,0.96878731,43,
terravaloper1uv45luc5fzq66u9enmnv44k8c7j2zuge5kr60r,8moon,0.2,105,663965,0.00187,1.76602E+12,terravaloper1uv45luc5fzq66u9enmnv44k8c7j2zuge5kr60r,5783,5968,5860.5,0.968432728,1,
terravaloper1net6ytfaamgcrlrjgnkyjp6zkjxrsgg5vrnxlz,TerRarityio,0.1,107,662886,0.001867,1.76602E+12,terravaloper1net6ytfaamgcrlrjgnkyjp6zkjxrsgg5vrnxlz,5786,5954,5862,0.971340839,43,
terravaloper1ltn4ah8k5a2alm9ekgf0e90zmt26kq6nztzatm,Nexus Event,0.2,108,659889,0.001858,1.76602E+12,terravaloper1ltn4ah8k5a2alm9ekgf0e90zmt26kq6nztzatm,5786,5961,5862.5,0.970149254,1,
terravaloper1ccwgk6gvgtm556gxe0v79p48nrgsey05w3fle4,Luna Station 88,0.1,109,659031,0.001856,1.76602E+12,terravaloper1ccwgk6gvgtm556gxe0v79p48nrgsey05w3fle4,5783,5964,5860,0.969112628,43,
terravaloper1ktu7a6wqlk6vlywf4rt6wfcxuphc0es27p0qvx,Crosnest,0.06,111,638647,0.001799,1.76602E+12,terravaloper1ktu7a6wqlk6vlywf4rt6wfcxuphc0es27p0qvx,5793,5979,5872,0.968324251,90,
terravaloper10qz4hfudfnllkgvhnm7k40dewg27nhxz3yn895,Inotel,0.1,112,637543,0.001796,1.76602E+12,terravaloper10qz4hfudfnllkgvhnm7k40dewg27nhxz3yn895,5797,5972,5874,0.970207695,43,
terravaloper1r9rnj28lyl788sp2uaw53a5p4j95dc9gvynzh6,Phoenix,0.2,113,603740,0.0017,1.76602E+12,terravaloper1r9rnj28lyl788sp2uaw53a5p4j95dc9gvynzh6,5784,5969,5864,0.968451569,1,
terravaloper150pqxd0j27mjg4yy4fafhkm7gfhsk8xvyfft0y,NITAWA,0.1,114,582398,0.00164,1.76602E+12,terravaloper150pqxd0j27mjg4yy4fafhkm7gfhsk8xvyfft0y,5785.5,5968,5863,0.968872591,43,
terravaloper1yh4u76y405t3ff9lyrzhhe8legjx9k3as5mujs,Encapsulate fka KingSuper,0.1,116,580718,0.001635,1.76602E+12,terravaloper1yh4u76y405t3ff9lyrzhhe8legjx9k3as5mujs,5782,5977,5864,0.966746248,43,
terravaloper10ge6t62gzesz378e09kkgqvx9ev7tf6xcsrqqu,The Bear Validator,0.2,118,555030,0.001563,1.76602E+12,terravaloper10ge6t62gzesz378e09kkgqvx9ev7tf6xcsrqqu,5786,5977,5864.5,0.967431154,1,
terravaloper17846saa8hspkt2wgqdycd3arxk8ykrusg6h5aa,RockX,0.1,119,545228,0.001536,1.76602E+12,terravaloper17846saa8hspkt2wgqdycd3arxk8ykrusg6h5aa,5781,5965,5859,0.968595323,43,
terravaloper1w6pd8at32vh8r2kz8me8c6535sfwhjzkuennrf,Defi Suffrage,0.2,120,544103,0.001532,1.76602E+12,terravaloper1w6pd8at32vh8r2kz8me8c6535sfwhjzkuennrf,5786.5,5961.5,5861,0.970141614,1,
terravaloper1j732suztf853vu24pkft2rjct8f55g7vw2w3kd,Leviathan,0.2,121,532403,0.001499,1.76602E+12,terravaloper1j732suztf853vu24pkft2rjct8f55g7vw2w3kd,5788,5966,5863,0.969640116,1,
terravaloper1aprcgxpt7zynnklu5sp2q0f0l3xh8d6lcq4f2f,Un Fuego,0.2,122,519116,0.001462,1.76602E+12,terravaloper1aprcgxpt7zynnklu5sp2q0f0l3xh8d6lcq4f2f,5783,5953,5859,0.97098481,1,
